Dodge,B150/B250 Wagon 2WD,8,5.9,Rear-Wheel Drive,Automatic 3-spd,9,10,11
Dodge,Dynasty,4,2.5,Front-Wheel Drive,Automatic 3-spd,18,21,24
Dodge,Dynasty,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Dodge,Dynasty,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,20,24
Dodge,Spirit,4,2.5,Front-Wheel Drive,Automatic 3-spd,19,21,24
Dodge,Spirit,4,2.5,Front-Wheel Drive,Automatic 3-spd,21,23,26
Dodge,Spirit,4,2.5,Front-Wheel Drive,Manual 5-spd,22,25,29
Dodge,Spirit,6,3,Front-Wheel Drive,Automatic 3-spd,18,20,24
Dodge,Spirit,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Ford,Taurus,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,27
Ford,Taurus SHO,6,3,Front-Wheel Drive,Manual 5-spd,16,19,24
Dodge,B350 Wagon 2WD,8,5.2,Rear-Wheel Drive,Automatic 3-spd,10,10,11
Ford,Taurus,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Ford,Thunderbird,6,3.8,Rear-Wheel Drive,Automatic 4-spd,17,20,24
Ford,Thunderbird,6,3.8,Rear-Wheel Drive,Automatic 4-spd,15,17,21
Ford,Thunderbird,6,3.8,Rear-Wheel Drive,Manual 5-spd,15,18,22
Ford,Thunderbird,8,5,Rear-Wheel Drive,Automatic 4-spd,15,18,22
Hyundai,Sonata,4,2,Front-Wheel Drive,Automatic 4-spd,18,20,25
Hyundai,Sonata,4,2,Front-Wheel Drive,Manual 5-spd,18,20,24
Hyundai,Sonata,6,3,Front-Wheel Drive,Automatic 4-spd,16,18,22
Infiniti,Q45,8,4.5,Rear-Wheel Drive,Automatic 4-spd,15,17,20
Infiniti,Q45 Full-Active Suspension,8,4.5,Rear-Wheel Drive,Automatic 4-spd,14,15,18
Dodge,B350 Wagon 2WD,8,5.2,Rear-Wheel Drive,Automatic 3-spd,10,10,11
Lexus,LS 400,8,4,Rear-Wheel Drive,Automatic 4-spd,16,18,22
Mercury,Cougar,6,3.8,Rear-Wheel Drive,Automatic 4-spd,17,19,24
Mercury,Cougar,8,5,Rear-Wheel Drive,Automatic 4-spd,15,18,22
Mercury,Sable,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,27
Mercury,Sable,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Mazda,626,4,2,Front-Wheel Drive,Automatic 4-spd,21,23,28
Mazda,626,4,2,Front-Wheel Drive,Manual 5-spd,23,26,31
Mazda,626,6,2.5,Front-Wheel Drive,Automatic 4-spd,17,19,23
Mazda,626,6,2.5,Front-Wheel Drive,Manual 5-spd,18,20,24
Mazda,929,6,3,Rear-Wheel Drive,Automatic 4-spd,17,19,22
Dodge,B350 Wagon 2WD,8,5.9,Rear-Wheel Drive,Automatic 3-spd,9,10,10
Oldsmobile,Cutlass Ciera,4,2.2,Front-Wheel Drive,Automatic 3-spd,21,23,28
Oldsmobile,Cutlass Ciera,6,3.3,Front-Wheel Drive,Automatic 3-spd,17,19,24
Oldsmobile,Cutlass Ciera,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Oldsmobile,Cutlass Supreme,6,3.1,Front-Wheel Drive,Automatic 3-spd,17,20,25
Oldsmobile,Cutlass Supreme,6,3.1,Front-Wheel Drive,Automatic 4-spd,17,20,27
Oldsmobile,Cutlass Supreme,6,3.4,Front-Wheel Drive,Automatic 4-spd,15,18,24
Oldsmobile,Cutlass Supreme,6,3.4,Front-Wheel Drive,Manual 5-spd,15,18,24
Oldsmobile,Toronado,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Plymouth,Acclaim,4,2.5,Front-Wheel Drive,Automatic 3-spd,19,21,24
Plymouth,Acclaim,4,2.5,Front-Wheel Drive,Automatic 3-spd,21,23,26
Ford,E150 Club Wagon,6,4.9,Rear-Wheel Drive,Automatic 3-spd,12,13,15
Plymouth,Acclaim,4,2.5,Front-Wheel Drive,Manual 5-spd,22,25,29
Plymouth,Acclaim,6,3,Front-Wheel Drive,Automatic 3-spd,18,20,24
Plymouth,Acclaim,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Pontiac,Grand Prix,6,3.1,Front-Wheel Drive,Automatic 3-spd,17,20,25
Pontiac,Grand Prix,6,3.1,Front-Wheel Drive,Automatic 4-spd,17,20,27
Pontiac,Grand Prix,6,3.4,Front-Wheel Drive,Automatic 4-spd,15,18,24
Pontiac,Grand Prix,6,3.4,Front-Wheel Drive,Manual 5-spd,15,18,24
Rolls-Royce,Brooklands/Brklnds L,8,6.8,Rear-Wheel Drive,Automatic 4-spd,9,11,13
Rolls-Royce,Turbo R/Turbo R(lwb),8,6.8,Rear-Wheel Drive,Automatic 4-spd,10,11,15
Rolls-Royce,Silver Spirit II/Silver Spur,8,6.8,Rear-Wheel Drive,Automatic 4-spd,9,11,13
Ford,E150 Club Wagon,6,4.9,Rear-Wheel Drive,Automatic 4-spd,13,14,17
Toyota,Camry,4,2.2,Front-Wheel Drive,Automatic 4-spd,18,21,26
Toyota,Camry,4,2.2,Front-Wheel Drive,Manual 5-spd,19,22,27
Toyota,Camry,6,3,Front-Wheel Drive,Automatic 4-spd,16,19,22
Toyota,Camry,6,3,Front-Wheel Drive,Manual 5-spd,16,18,22
Volkswagen,Passat,4,2,Front-Wheel Drive,Automatic 4-spd,18,21,26
Volkswagen,Passat,4,2,Front-Wheel Drive,Manual 5-spd,18,22,28
Volkswagen,Passat,6,2.8,Front-Wheel Drive,Automatic 4-spd,15,18,22
Volkswagen,Passat,6,2.8,Front-Wheel Drive,Manual 5-spd,17,20,25
Volvo,850,5,2.4,Front-Wheel Drive,Automatic 4-spd,18,21,26
Volvo,850,5,2.4,Front-Wheel Drive,Manual 5-spd,18,21,27
Dodge,Charger,4,2.2,Front-Wheel Drive,Manual 5-spd,18,21,27
Ford,E150 Club Wagon,6,4.9,Rear-Wheel Drive,Manual 4-spd,15,16,17
Volvo,940,4,2.3,Rear-Wheel Drive,Automatic 4-spd,17,19,22
Volvo,940,4,2.3,Rear-Wheel Drive,Automatic 4-spd,17,20,25
Volvo,960,6,2.9,Rear-Wheel Drive,Automatic 4-spd,15,18,23
Buick,LeSabre,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,26
Buick,Park Avenue,6,3.8,Front-Wheel Drive,Automatic 4-spd,15,18,25
Buick,Park Avenue,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Buick,Roadmaster,8,5.7,Rear-Wheel Drive,Automatic 4-spd,15,17,23
Cadillac,DeVille/60 Special,8,4.9,Front-Wheel Drive,Automatic 4-spd,15,17,23
Cadillac,Fleetwood,8,5.7,Rear-Wheel Drive,Automatic 4-spd,15,17,23
Chevrolet,Caprice,6,4.3,Rear-Wheel Drive,Automatic 4-spd,16,19,24
Ford,E150 Club Wagon,8,5,Rear-Wheel Drive,Automatic 4-spd,11,12,14
Chevrolet,Caprice,8,5,Rear-Wheel Drive,Automatic 4-spd,15,18,24
Chevrolet,Caprice,8,5.7,Rear-Wheel Drive,Automatic 4-spd,15,17,23
Chrysler,Concorde,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Chrysler,Concorde,6,3.5,Front-Wheel Drive,Automatic 4-spd,16,19,24
Chrysler,Fifth Avenue/Imperial,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,20,24
Chrysler,Fifth Avenue/Imperial,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,19,24
Dodge,Intrepid,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Dodge,Intrepid,6,3.5,Front-Wheel Drive,Automatic 4-spd,16,19,24
Eagle,Vision,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Eagle,Vision,6,3.5,Front-Wheel Drive,Automatic 4-spd,16,19,24
Ford,E150 Club Wagon,8,5.8,Rear-Wheel Drive,Automatic 3-spd,10,11,12
Ford,LTD Crown Victoria,8,4.6,Rear-Wheel Drive,Automatic 4-spd,16,19,24
Lincoln,Continental,6,3.8,Front-Wheel Drive,Automatic 4-spd,15,18,24
Mercury,Grand Marquis,8,4.6,Rear-Wheel Drive,Automatic 4-spd,16,19,24
Lincoln,Town Car,8,4.6,Rear-Wheel Drive,Automatic 4-spd,16,19,24
Mercedes-Benz,300SD,6,3.5,Rear-Wheel Drive,Automatic 4-spd,18,19,22
Mercedes-Benz,300SE,6,3.2,Rear-Wheel Drive,Automatic 5-spd,14,15,18
Mercedes-Benz,400SEL,8,4.2,Rear-Wheel Drive,Automatic 4-spd,13,14,17
Mercedes-Benz,500SEL,8,5,Rear-Wheel Drive,Automatic 4-spd,12,13,16
Oldsmobile,Eighty-Eight,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,26
Oldsmobile,Ninety-Eight,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
GMC,G15/25 Rally 2WD,6,4.3,Rear-Wheel Drive,Automatic 3-spd,14,15,16
Oldsmobile,Ninety-Eight,6,3.8,Front-Wheel Drive,Automatic 4-spd,15,18,25
Pontiac,Bonneville,6,3.8,Front-Wheel Drive,Automatic 4-spd,15,18,23
Pontiac,Bonneville,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,26
Rolls-Royce,Silver Spur II Mpw Touring L,8,6.8,Rear-Wheel Drive,Automatic 4-spd,9,11,13
Saab,9000,4,2.3,Front-Wheel Drive,Automatic 4-spd,15,18,23
Saab,9000,4,2.3,Front-Wheel Drive,Automatic 4-spd,16,18,22
Saab,9000,4,2.3,Front-Wheel Drive,Manual 5-spd,17,19,24
Saab,9000,4,2.3,Front-Wheel Drive,Manual 5-spd,17,20,25
Audi,100 quattro Wagon,6,2.8,4-Wheel or All-Wheel Drive,Automatic 4-spd,16,18,20
BMW,525i Touring,6,2.5,Rear-Wheel Drive,Automatic 4-spd,16,19,23
GMC,G15/25 Rally 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,15,16,17
Chevrolet,Cavalier Wagon,4,2.2,Front-Wheel Drive,Automatic 3-spd,21,23,28
Chevrolet,Cavalier Wagon,6,3.1,Front-Wheel Drive,Automatic 3-spd,18,21,26
CX Automotive,XM v6 Break,6,3,Front-Wheel Drive,Automatic 4-spd,13,15,19
Ford,Escort Wagon,4,1.9,Front-Wheel Drive,Automatic 4-spd,22,25,30
Ford,Escort Wagon,4,1.9,Front-Wheel Drive,Manual 5-spd,25,28,33
Honda,Accord Wagon,4,2.2,Front-Wheel Drive,Automatic 4-spd,18,21,24
Honda,Accord Wagon,4,2.2,Front-Wheel Drive,Manual 5-spd,20,22,26
Mercury,Tracer Wagon,4,1.9,Front-Wheel Drive,Automatic 4-spd,22,25,30
Mercury,Tracer Wagon,4,1.9,Front-Wheel Drive,Manual 5-spd,25,28,33
Saturn,SW,4,1.9,Front-Wheel Drive,Automatic 4-spd,22,26,32
GMC,G15/25 Rally 2WD,6,4.3,Rear-Wheel Drive,Manual 3-spd,14,15,17
Saturn,SW,4,1.9,Front-Wheel Drive,Automatic 4-spd,21,24,30
Saturn,SW,4,1.9,Front-Wheel Drive,Manual 5-spd,24,28,33
Saturn,SW,4,1.9,Front-Wheel Drive,Manual 5-spd,21,25,32
Subaru,Legacy Wagon,4,2.2,Front-Wheel Drive,Automatic 4-spd,19,22,26
Subaru,Legacy Wagon,4,2.2,Front-Wheel Drive,Manual 5-spd,20,23,28
Subaru,Legacy Wagon AWD,4,2.2,4-Wheel or All-Wheel Drive,Automatic 4-spd,18,21,24
Subaru,Legacy Wagon AWD,4,2.2,4-Wheel or All-Wheel Drive,Manual 5-spd,18,21,24
Subaru,Legacy Wagon AWD Turbo,4,2.2,4-Wheel or All-Wheel Drive,Automatic 4-spd,16,18,21
Subaru,Loyale Wagon,4,1.8,Front-Wheel Drive,Automatic 3-spd,21,22,24
Subaru,Loyale Wagon,4,1.8,Front-Wheel Drive,Manual 5-spd,22,24,28
GMC,G15/25 Rally 2WD,8,5,Rear-Wheel Drive,Automatic 3-spd,11,12,12
Toyota,Corolla Wagon,4,1.8,Front-Wheel Drive,Automatic 4-spd,23,25,30
Toyota,Corolla Wagon,4,1.8,Front-Wheel Drive,Manual 5-spd,23,26,30
Buick,Century Wagon,4,2.2,Front-Wheel Drive,Automatic 3-spd,18,21,26
Buick,Century Wagon,6,3.3,Front-Wheel Drive,Automatic 3-spd,17,19,24
Buick,Century Wagon,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Eagle,Summit Wagon,4,1.8,4-Wheel or All-Wheel Drive,Automatic 4-spd,18,20,23
Eagle,Summit Wagon,4,1.8,Front-Wheel Drive,Automatic 4-spd,21,23,26
Eagle,Summit Wagon,4,1.8,4-Wheel or All-Wheel Drive,Manual 5-spd,19,21,24
Eagle,Summit Wagon,4,1.8,Front-Wheel Drive,Manual 5-spd,21,23,26
Eagle,Summit Wagon,4,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd,17,19,22
GMC,G15/25 Rally 2WD,8,5,Rear-Wheel Drive,Automatic 4-spd,12,14,16
Eagle,Summit Wagon,4,2.4,Front-Wheel Drive,Automatic 4-spd,18,20,24
Eagle,Summit Wagon,4,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd,17,19,22
Eagle,Summit Wagon,4,2.4,Front-Wheel Drive,Manual 5-spd,19,21,26
Ford,Taurus Wagon,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,27
Ford,Taurus Wagon,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Mercury,Sable Wagon,6,3,Front-Wheel Drive,Automatic 4-spd,18,21,27
Mercury,Sable Wagon,6,3.8,Front-Wheel Drive,Automatic 4-spd,17,20,25
Mitsubishi,Expo,4,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd,17,19,22
Mitsubishi,Expo,4,2.4,Front-Wheel Drive,Automatic 4-spd,18,20,24
Mitsubishi,Expo,4,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd,17,19,22
GMC,G15/25 Rally 2WD,8,5.7,Rear-Wheel Drive,Automatic 4-spd,11,13,16
Mitsubishi,Expo,4,2.4,Front-Wheel Drive,Manual 5-spd,19,21,26
Mitsubishi,Expo.LRV,4,1.8,Front-Wheel Drive,Automatic 4-spd,21,23,26
Mitsubishi,Expo.LRV,4,1.8,4-Wheel or All-Wheel Drive,Automatic 4-spd,18,20,23
Mitsubishi,Expo.LRV,4,1.8,Front-Wheel Drive,Manual 5-spd,21,23,26
Mitsubishi,Expo.LRV,4,1.8,4-Wheel or All-Wheel Drive,Manual 5-spd,19,21,24
Mitsubishi,Expo.LRV,4,2.4,Front-Wheel Drive,Automatic 4-spd,18,20,24
Mitsubishi,Expo.LRV,4,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd,17,19,22
Mitsubishi,Expo.LRV,4,2.4,Front-Wheel Drive,Manual 5-spd,19,21,26
Mitsubishi,Expo.LRV,4,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd,17,19,22
Oldsmobile,Cutlass Cruiser,4,2.2,Front-Wheel Drive,Automatic 3-spd,18,21,26
GMC,G15/25 Rally 2WD,8,6.2,Rear-Wheel Drive,Automatic 4-spd,15,18,22
Oldsmobile,Cutlass Cruiser,6,3.3,Front-Wheel Drive,Automatic 3-spd,17,19,24
Oldsmobile,Cutlass Cruiser,6,3.3,Front-Wheel Drive,Automatic 4-spd,18,21,26
Mitsubishi,Diamante Wagon,6,3,Front-Wheel Drive,Automatic 4-spd,17,19,23
Plymouth,Colt Vista,4,1.8,Front-Wheel Drive,Automatic 4-spd,21,23,26
Plymouth,Colt Vista,4,1.8,4-Wheel or All-Wheel Drive,Automatic 4-spd,18,20,23
Plymouth,Colt Vista,4,1.8,Front-Wheel Drive,Manual 5-spd,21,23,26
Plymouth,Colt Vista,4,1.8,4-Wheel or All-Wheel Drive,Manual 5-spd,19,21,24
Plymouth,Colt Vista,4,2.4,4-Wheel or All-Wheel Drive,Automatic 4-spd,17,19,22
Plymouth,Colt Vista,4,2.4,Front-Wheel Drive,Automatic 4-spd,18,20,24
Plymouth,Colt Vista,4,2.4,4-Wheel or All-Wheel Drive,Manual 5-spd,17,19,22
Dodge,Charger,4,2.2,Front-Wheel Drive,Manual 5-spd,17,20,26
GMC,G15/25 Rally 2WD,8,6.2,Rear-Wheel Drive,Manual 4-spd,16,17,19
Plymouth,Colt Vista,4,2.4,Front-Wheel Drive,Manual 5-spd,19,21,26
Toyota,Camry Wagon,4,2.2,Front-Wheel Drive,Automatic 4-spd,18,21,26
Toyota,Camry Wagon,6,3,Front-Wheel Drive,Automatic 4-spd,16,19,22
Volkswagen,Passat Wagon,4,2,Front-Wheel Drive,Automatic 4-spd,18,21,26
Volkswagen,Passat Wagon,4,2,Front-Wheel Drive,Manual 5-spd,18,22,28
Volkswagen,Passat Wagon,6,2.8,Front-Wheel Drive,Automatic 4-spd,15,18,22
Volkswagen,Passat Wagon,6,2.8,Front-Wheel Drive,Manual 5-spd,17,20,25
Volvo,240 Wagon,4,2.3,Rear-Wheel Drive,Automatic 4-spd,18,20,23
Volvo,240 Wagon,4,2.3,Rear-Wheel Drive,Manual 5-spd,18,21,25
Volvo,940 Wagon,4,2.3,Rear-Wheel Drive,Automatic 4-spd,17,19,22
GMC,G35 Rally 2WD,8,5.7,Rear-Wheel Drive,Automatic 4-spd,10,11,12
Volvo,940 Wagon,4,2.3,Rear-Wheel Drive,Automatic 4-spd,17,20,25
Volvo,960 Wagon,6,2.9,Rear-Wheel Drive,Automatic 4-spd,15,18,23
Buick,Roadmaster Wagon,8,5.7,Rear-Wheel Drive,Automatic 4-spd,15,17,23
Chevrolet,Caprice Wagon,8,5,Rear-Wheel Drive,Automatic 4-spd,15,18,23
Chevrolet,Caprice Wagon,8,5.7,Rear-Wheel Drive,Automatic 4-spd,15,17,23
Chevrolet,S10 Pickup 2WD,4,2.5,Rear-Wheel Drive,Automatic 4-spd,18,20,24
Chevrolet,S10 Pickup 2WD,4,2.5,Rear-Wheel Drive,Manual 5-spd,20,22,25
Chevrolet,S10 Pickup 2WD,6,2.8,Rear-Wheel Drive,Manual 5-spd,17,19,23
Chevrolet,S10 Pickup 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,16,18,21
Chevrolet,S10 Pickup 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,16,18,22
GMC,Safari 2WD (passenger),4,2.5,Rear-Wheel Drive,Automatic 4-spd,18,20,24
Nissan,Truck 2WD,4,2.4,Rear-Wheel Drive,Automatic 4-spd,18,20,24
Nissan,Truck 2WD,4,2.4,Rear-Wheel Drive,Manual 5-spd,21,22,25
Nissan,Truck 2WD,6,3,Rear-Wheel Drive,Manual 5-spd,17,18,21
Dodge,Ram 50 Pickup 2WD,4,2.4,Rear-Wheel Drive,Automatic 4-spd,17,19,21
Dodge,Ram 50 Pickup 2WD,4,2.4,Rear-Wheel Drive,Manual 5-spd,17,19,22
GMC,Sonoma 2WD,4,2.5,Rear-Wheel Drive,Automatic 4-spd,18,20,24
GMC,Sonoma 2WD,4,2.5,Rear-Wheel Drive,Manual 5-spd,20,22,25
GMC,Sonoma 2WD,6,2.8,Rear-Wheel Drive,Manual 5-spd,17,19,23
GMC,Sonoma 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,16,18,21
GMC,Sonoma 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,15,18,22
GMC,Safari 2WD (passenger),4,2.5,Rear-Wheel Drive,Manual 4-spd,19,21,24
GMC,Sonoma 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,16,18,22
Isuzu,Pickup 2WD,4,2.3,Rear-Wheel Drive,Manual 5-spd,19,20,22
Isuzu,Pickup 2WD,4,2.6,Rear-Wheel Drive,Automatic 4-spd,17,19,22
Isuzu,Pickup 2WD,4,2.6,Rear-Wheel Drive,Manual 5-spd,16,18,22
Mitsubishi,Truck 2WD,4,2.4,Rear-Wheel Drive,Automatic 4-spd,17,19,21
Mitsubishi,Truck 2WD,4,2.4,Rear-Wheel Drive,Manual 5-spd,17,19,22
Chevrolet,C1500 Pickup 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,15,17,20
Chevrolet,C1500 Pickup 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,15,17,20
Chevrolet,C1500 Pickup 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,14,16,20
Chevrolet,C1500 Pickup 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,15,16,19
GMC,Safari 2WD (passenger),4,2.5,Rear-Wheel Drive,Manual 5-spd,19,22,26
Chevrolet,C1500 Pickup 2WD,8,5,Rear-Wheel Drive,Automatic 4-spd,14,15,17
Chevrolet,C1500 Pickup 2WD,8,5,Rear-Wheel Drive,Manual 5-spd,13,15,18
Chevrolet,C1500 Pickup 2WD,8,5.7,Rear-Wheel Drive,Automatic 4-spd,13,14,17
Chevrolet,C1500 Pickup 2WD,8,5.7,Rear-Wheel Drive,Manual 5-spd,12,14,17
Chevrolet,C1500 Pickup 2WD,8,5.7,Rear-Wheel Drive,Manual 5-spd,12,14,16
Chevrolet,C1500 Pickup 2WD,8,7.4,Rear-Wheel Drive,Automatic 4-spd,9,10,12
Chevrolet,Pickup 2500 2WD,6,4.3,Rear-Wheel Drive,Automatic 4-spd,15,17,20
Chevrolet,Pickup 2500 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,14,16,20
Chevrolet,Pickup 2500 2WD,6,4.3,Rear-Wheel Drive,Manual 5-spd,15,16,19
Chevrolet,Pickup 2500 2WD,8,5,Rear-Wheel Drive,Automatic 4-spd,13,14,17
GMC,Safari 2WD (passenger),6,4.3,Rear-Wheel Drive,Automatic 4-spd,15,17,20
Chevrolet,Pickup 2500 2WD,8,5,Rear-Wheel Drive,Manual 5-spd,13,15,18
Chevrolet,Pickup 2500 2WD,8,5.7,Rear-Wheel Drive,Automatic 4-spd,13,14,17
Chevrolet,Pickup 2500 2WD,8,5.7,Rear-Wheel Drive,Manual 5-spd,12,14,17
Chevrolet,Pickup 2500 2WD,8,5.7,Rear-Wheel Drive,Manual 5-spd,11,13,16
Dodge,Dakota Pickup 2WD,4,2.5,Rear-Wheel Drive,Manual 5-spd,19,22,25
Dodge,Dakota Pickup 2WD,6,3.9,Rear-Wheel Drive,Automatic 4-spd,14,16,18
Dodge,Dakota Pickup 2WD,6,3.9,Rear-Wheel Drive,Manual 5-spd,14,16,20
Dodge,Dakota Pickup 2WD,8,5.2,Rear-Wheel Drive,Automatic 4-spd,13,14,17
Dodge,D100/D150 Pickup 2WD,6,3.9,Rear-Wheel Drive,Automatic 3-spd,14,15,16
Dodge,D100/D150 Pickup 2WD,6,3.9,Rear-Wheel Drive,Automatic 4-spd,14,15,18
GMC,Safari 2WD (passenger),6,4.3,Rear-Wheel Drive,Manual 4-spd,15,16,19
Dodge,D100/D150 Pickup 2WD,6,3.9,Rear-Wheel Drive,Manual 5-spd,14,15,17
Dodge,D100/D150 Pickup 2WD,8,5.2,Rear-Wheel Drive,Automatic 4-spd,11,13,16
Dodge,D100/D150 Pickup 2WD,8,5.2,Rear-Wheel Drive,Manual 5-spd,12,13,16
Dodge,D100/D150 Pickup 2WD,8,5.9,Rear-Wheel Drive,Automatic 4-spd,11,13,15
Dodge,D100/D150 Pickup 2WD,8,5.9,Rear-Wheel Drive,Manual 5-spd,10,12,14
Dodge,D250 Pickup 2WD,6,3.9,Rear-Wheel Drive,Automatic 3-spd,14,14,16
Dodge,D250 Pickup 2WD,6,3.9,Rear-Wheel Drive,Manual 5-spd,11,13,16
Dodge,D250 Pickup 2WD,8,5.2,Rear-Wheel Drive,Automatic 4-spd,11,13,16
